Country,1990,1990_lower, 1990_upper, 1991,1991_lower, 1991_upper, 1992,1992_lower, 1992_upper, 1993,1993_lower, 1993_upper, 1994,1994_lower, 1994_upper, 1995,1995_lower, 1995_upper, 1996,1996_lower, 1996_upper, 1997,1997_lower, 1997_upper, 1998,1998_lower, 1998_upper, 1999,1999_lower, 1999_upper, 2000,2000_lower, 2000_upper, 2001,2001_lower, 2001_upper, 2002,2002_lower, 2002_upper, 2003,2003_lower, 2003_upper, 2004,2004_lower, 2004_upper, 2005,2005_lower, 2005_upper, 2006,2006_lower, 2006_upper, 2007,2007_lower, 2007_upper, 2008,2008_lower, 2008_upper, 2009,2009_lower, 2009_upper, 2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper
Maldives,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Mali,3700 ,1300 , 8500,4400 ,1700 , 9500,5200 ,2300 , 11 000,6000 ,2900 , 11 000,6700 ,3500 , 12 000,7300 ,4000 , 13 000,7700 ,4500 , 13 000,7900 ,4800 , 14 000,8000 ,5000 , 14 000,8100 ,5200 , 14 000,8100 ,5100 , 14 000,8100 ,5000 , 14 000,8100 ,4900 , 14 000,8100 ,4800 , 14 000,8100 ,4700 , 14 000,8200 ,4800 , 14 000,8400 ,4900 , 14 000,8700 ,5100 , 14 000,9200 ,5500 , 14 000,9900 ,6000 , 15 000,11 000 ,6600 , 16 000,11 000 ,7300 , 17 000,12 000 ,8100 , 18 000,13 000 ,8700 , 19 000,14 000 ,9300 , 21 000,15 000 ,10 000 , 22 000,16 000 ,11 000 , 24 000,17 000 ,12 000 , 25 000,19 000 ,13 000 , 27 000
Malta,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Mauritania,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , 1000,<1000 ,<500 , 1100,<1000 ,<500 , 1100,<1000 ,<500 , 1200,<1000 ,<500 , 1300,<1000 ,<1000 , 1400,<1000 ,<1000 , 1400,<1000 ,<1000 , 1500,1000 ,<1000 , 1600,1100 ,<1000 , 1600,1100 ,<1000 , 1700,1200 ,<1000 , 1800,1300 ,<1000 , 1900,1300 ,<1000 , 2000
Mauritius,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <500,<200 ,<100 , <500,<500 ,<100 , <500,<500 ,<100 , <1000,<500 ,<200 , <1000,<1000 ,<500 , 1100,<1000 ,<500 , 1300,<1000 ,<500 , 1500,<1000 ,<500 , 1700,1100 ,<1000 , 1900,1200 ,<1000 , 2200,1400 ,<1000 , 2400,1600 ,<1000 , 2700,1800 ,1000 , 3000,2000 ,1200 , 3400,2300 ,1400 , 3800,2500 ,1600 , 4200,2800 ,1700 , 4600,3100 ,1900 , 5000,3300 ,2000 , 5300,3500 ,2100 , 5600
Mexico,3200 ,<1000 , 9400,3900 ,1300 , 12 000,4700 ,1600 , 14 000,5500 ,1900 , 15 000,6300 ,2300 , 17 000,7300 ,2800 , 18 000,8200 ,3400 , 19 000,9200 ,4000 , 20 000,10 000 ,4500 , 21 000,11 000 ,5000 , 22 000,12 000 ,5600 , 22 000,13 000 ,6500 , 24 000,14 000 ,7400 , 26 000,16 000 ,8500 , 28 000,17 000 ,9800 , 31 000,19 000 ,11 000 , 34 000,21 000 ,13 000 , 36 000,23 000 ,14 000 , 39 000,26 000 ,16 000 , 42 000,29 000 ,18 000 , 46 000,32 000 ,21 000 , 50 000,35 000 ,23 000 , 55 000,39 000 ,26 000 , 60 000,43 000 ,29 000 , 66 000,47 000 ,33 000 , 73 000,52 000 ,37 000 , 79 000,57 000 ,41 000 , 86 000,63 000 ,46 000 , 93 000,68 000 ,50 000 , 100 000
Mongolia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200
Montenegro,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200
Morocco,<100 ,<100 , <500,<100 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<500 ,<100 , <500,<500 ,<100 , <500,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<500 , <1000,<1000 ,<500 , 1000,<1000 ,<500 , 1200,<1000 ,<500 , 1500,<1000 ,<1000 , 1700,1100 ,<1000 , 1900,1300 ,<1000 , 2200,1500 ,<1000 , 2500,1700 ,1000 , 2800,1900 ,1200 , 3100,2200 ,1300 , 3500,2400 ,1500 , 3900,2700 ,1700 , 4400,3000 ,1900 , 4800,3300 ,2200 , 5300,3600 ,2400 , 5700,4000 ,2700 , 6100
Mozambique,7300 ,3800 , 13 000,9700 ,5100 , 17 000,13 000 ,6700 , 22 000,17 000 ,8700 , 29 000,21 000 ,11 000 , 37 000,26 000 ,14 000 , 46 000,31 000 ,17 000 , 56 000,38 000 ,20 000 , 66 000,44 000 ,23 000 , 78 000,51 000 ,27 000 , 90 000,58 000 ,31 000 , 100 000,65 000 ,34 000 , 110 000,72 000 ,38 000 , 130 000,78 000 ,41 000 , 140 000,84 000 ,44 000 , 150 000,90 000 ,47 000 , 160 000,96 000 ,50 000 , 170 000,100 000 ,54 000 , 180 000,110 000 ,59 000 , 200 000,120 000 ,64 000 , 210 000,130 000 ,69 000 , 230 000,140 000 ,75 000 , 250 000,150 000 ,81 000 , 270 000,160 000 ,87 000 , 290 000,180 000 ,93 000 , 310 000,190 000 ,100 000 , 340 000,210 000 ,110 000 , 360 000,220 000 ,120 000 , 390 000,240 000 ,130 000 , 430 000
Myanmar,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<100 , <500,<500 ,<100 , <500,<500 ,<100 , <500,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<500 , <1000,<1000 ,<500 , 1000,<1000 ,<500 , 1200,<1000 ,<500 , 1400,<1000 ,<500 , 1600,1100 ,<1000 , 1800,1200 ,<1000 , 2100,1400 ,<1000 , 2300,1500 ,<1000 , 2600,1700 ,1000 , 2800,1900 ,1200 , 3100,2100 ,1300 , 3400,2300 ,1500 , 3800,2600 ,1700 , 4100,2800 ,1900 , 4500,3200 ,2200 , 5000,3600 ,2500 , 5600,4200 ,2900 , 6300,4800 ,3500 , 7200,5600 ,4100 , 8100,6600 ,4800 , 9400,7900 ,5900 , 11 000
Namibia,<1000 ,<500 , 2300,1400 ,<1000 , 3200,2000 ,<1000 , 4400,2800 ,1300 , 6100,3900 ,1800 , 8100,5100 ,2400 , 10 000,6300 ,3000 , 13 000,7600 ,3600 , 15 000,8800 ,4200 , 18 000,9900 ,4700 , 19 000,11 000 ,5200 , 20 000,11 000 ,5500 , 21 000,12 000 ,5800 , 21 000,12 000 ,6000 , 22 000,13 000 ,6200 , 22 000,13 000 ,6600 , 23 000,14 000 ,7000 , 24 000,16 000 ,7700 , 26 000,17 000 ,8500 , 28 000,19 000 ,9500 , 31 000,20 000 ,11 000 , 34 000,22 000 ,12 000 , 38 000,24 000 ,13 000 , 41 000,27 000 ,14 000 , 44 000,29 000 ,16 000 , 48 000,32 000 ,18 000 , 52 000,35 000 ,20 000 , 57 000,38 000 ,22 000 , 63 000,42 000 ,25 000 , 67 000
Nepal,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<100 , <500,<500 ,<100 , <500,<1000 ,<200 , <1000,<1000 ,<500 , 1300,1100 ,<500 , 1900,1500 ,<1000 , 2500,1800 ,<1000 , 3300,2200 ,1100 , 3900,2500 ,1300 , 4400,2800 ,1500 , 4900,3000 ,1700 , 5300,3300 ,1900 , 5700,3500 ,2200 , 6000,3800 ,2400 , 6400,4100 ,2700 , 6900,4500 ,3000 , 7300,4800 ,3400 , 7700,5200 ,3700 , 8000,5600 ,4000 , 8400,6000 ,4400 , 8700,6400 ,4700 , 9100,6800 ,5000 , 9500,7200 ,5400 , 9900
Netherlands,<1000 ,<500 , 1400,<1000 ,<500 , 1500,<1000 ,<500 , 1500,<1000 ,<500 , 1500,<1000 ,<500 , 1500,1000 ,<500 , 1600,1100 ,<500 , 1700,1300 ,<1000 , 2000,1500 ,<1000 , 2400,1800 ,<1000 , 2800,2100 ,1200 , 3200,2400 ,1400 , 3700,2700 ,1700 , 4100,3000 ,1900 , 4600,3400 ,2200 , 5100,3800 ,2500 , 5600,4200 ,2800 , 6000,4700 ,3200 , 6600,5200 ,3600 , 7300,5700 ,4000 , 7900,6300 ,4500 , 8600,6900 ,5000 , 9300,7500 ,5600 , 9900,8200 ,6200 , 11 000,8800 ,6800 , 11 000,9400 ,7500 , 12 000,10 000 ,8100 , 13 000,11 000 ,8700 , 13 000,... ,... , ...
New Zealand,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , 1000,<1000 ,<500 , 1200,<1000 ,<500 , 1300,<1000 ,<1000 , 1400,<1000 ,<1000 , 1500,1000 ,<1000 , 1600,1100 ,<1000 , 1700,1200 ,<1000 , 1900,1300 ,<1000 , 2000,1400 ,<1000 , 2100,1500 ,<1000 , 2200
Nicaragua,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <500,<100 ,<100 , <500,<100 ,<100 , <500,<100 ,<100 , <500,<100 ,<100 , <500,<100 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<500 ,<100 , <500,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , 1000,<1000 ,<500 , 1200,<1000 ,<500 , 1300,<1000 ,<500 , 1400,<1000 ,<1000 , 1500,<1000 ,<1000 , 1600,1100 ,<1000 , 1800,1200 ,<1000 , 1900,1300 ,<1000 , 2000,1400 ,<1000 , 2200,1500 ,1000 , 2400,1700 ,1100 , 2600
Niger,<500 ,<500 , <1000,<1000 ,<500 , 1100,<1000 ,<500 , 1400,1000 ,<1000 , 1800,1300 ,<1000 , 2200,1600 ,<1000 , 2700,1800 ,1000 , 3100,2100 ,1200 , 3600,2400 ,1400 , 4100,2600 ,1500 , 4500,2800 ,1700 , 4900,3000 ,1800 , 5300,3200 ,1800 , 5500,3300 ,1900 , 5700,3400 ,1900 , 5900,3500 ,2000 , 6000,3600 ,2100 , 6100,3800 ,2200 , 6400,4000 ,2300 , 6600,4200 ,2400 , 6900,4600 ,2700 , 7400,5000 ,3100 , 8100,5500 ,3500 , 8700,6000 ,3900 , 9300,6600 ,4400 , 9900,7000 ,4800 , 10 000,7500 ,5100 , 11 000,7900 ,5500 , 12 000,8400 ,5900 , 12 000
Nigeria,38 000 ,20 000 , 71 000,47 000 ,25 000 , 88 000,56 000 ,31 000 , 110 000,66 000 ,36 000 , 120 000,76 000 ,41 000 , 140 000,86 000 ,47 000 , 160 000,95 000 ,51 000 , 180 000,100 000 ,56 000 , 190 000,110 000 ,60 000 , 210 000,120 000 ,63 000 , 220 000,120 000 ,65 000 , 230 000,120 000 ,67 000 , 230 000,130 000 ,68 000 , 240 000,130 000 ,69 000 , 240 000,130 000 ,70 000 , 240 000,130 000 ,72 000 , 250 000,140 000 ,74 000 , 250 000,140 000 ,76 000 , 260 000,150 000 ,80 000 , 280 000,150 000 ,84 000 , 290 000,160 000 ,89 000 , 310 000,170 000 ,94 000 , 330 000,180 000 ,100 000 , 350 000,200 000 ,110 000 , 370 000,210 000 ,110 000 , 400 000,230 000 ,120 000 , 430 000,250 000 ,130 000 , 460 000,270 000 ,140 000 , 500 000,290 000 ,160 000 , 540 000
North Macedonia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200
Norway,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , 1000,<1000 ,<1000 , 1100,<1000 ,<1000 , 1300,<1000 ,<1000 , 1400,1100 ,<1000 , 1500,1200 ,<1000 , 1700,1300 ,<1000 , 1800,1400 ,<1000 , 2000,1600 ,1100 , 2100,1700 ,1200 , 2300,1800 ,1300 , 2400,2000 ,1400 , 2600,2100 ,1600 , 2800,2300 ,1700 , 3000
Oman,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000
Pakistan,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <500,<1000 ,<500 , 1200,1300 ,<500 , 2100,2000 ,<1000 , 3300,3000 ,1200 , 4800,4000 ,1800 , 6600,5200 ,2400 , 8300,6400 ,3200 , 10 000,7700 ,4100 , 13 000,9100 ,5100 , 15 000,11 000 ,6000 , 18 000,12 000 ,7100 , 20 000,14 000 ,8200 , 23 000,16 000 ,9400 , 26 000,18 000 ,11 000 , 29 000
Panama,<500 ,<200 , <500,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , 1100,<1000 ,<500 , 1300,<1000 ,<500 , 1400,<1000 ,<500 , 1600,<1000 ,<500 , 1700,1000 ,<1000 , 2000,1200 ,<1000 , 2200,1300 ,<1000 , 2500,1500 ,<1000 , 2800,1700 ,1000 , 3000,1900 ,1100 , 3400,2100 ,1300 , 3700,2400 ,1500 , 4000,2700 ,1600 , 4400,3000 ,1900 , 4800,3300 ,2100 , 5300,3700 ,2400 , 5700,4100 ,2700 , 6300,4500 ,3000 , 6800,5000 ,3400 , 7400,5500 ,3700 , 8000,6000 ,4200 , 8700,6500 ,4600 , 9400,7100 ,5100 , 10 000
Papua New Guinea,<100 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<500 ,<100 , <1000,<500 ,<200 , <1000,<500 ,<200 , 1100,<1000 ,<500 , 1400,<1000 ,<500 , 1900,1000 ,<500 , 2200,1300 ,<1000 , 2600,1500 ,<1000 , 3000,1900 ,<1000 , 3800,2300 ,1000 , 4700,2700 ,1200 , 5600,3000 ,1400 , 6300,3300 ,1500 , 6700,3400 ,1600 , 7100,3600 ,1700 , 7400,3900 ,1800 , 7600,4200 ,2000 , 7900,4500 ,2200 , 8300,4900 ,2400 , 8800,5300 ,2600 , 9400,5700 ,2900 , 10 000,6200 ,3300 , 11 000,6900 ,3700 , 12 000,7600 ,4200 , 13 000,8300 ,4700 , 15 000,9200 ,5200 , 16 000
Paraguay,<100 ,<100 , <200,<100 ,<100 , <500,<100 ,<100 , <500,<100 ,<100 , <500,<100 ,<100 , <500,<200 ,<100 , <1000,<200 ,<100 , <1000,<500 ,<100 , <1000,<500 ,<100 , 1200,<500 ,<200 , 1400,<1000 ,<200 , 1600,<1000 ,<500 , 1800,<1000 ,<500 , 2000,<1000 ,<500 , 2300,<1000 ,<500 , 2600,1000 ,<500 , 2800,1100 ,<500 , 3000,1300 ,<1000 , 3100,1400 ,<1000 , 3300,1500 ,<1000 , 3800,1700 ,<1000 , 4100,1800 ,<1000 , 4400,2000 ,<1000 , 4700,2100 ,<1000 , 5000,2300 ,1000 , 5200,2500 ,1100 , 5500,2600 ,1300 , 5800,2800 ,1400 , 6100,3000 ,1500 , 6400
Peru,2700 ,1100 , 6500,3300 ,1500 , 7700,3900 ,1800 , 8500,4400 ,2100 , 9200,5000 ,2300 , 9700,5400 ,2400 , 10 000,5900 ,2600 , 11 000,6200 ,2700 , 11 000,6400 ,2800 , 11 000,6500 ,2900 , 12 000,6700 ,3000 , 12 000,6800 ,3100 , 12 000,6900 ,3100 , 12 000,7000 ,3200 , 12 000,7200 ,3300 , 12 000,7500 ,3400 , 13 000,7800 ,3600 , 14 000,8200 ,3900 , 14 000,8800 ,4300 , 15 000,9600 ,4700 , 16 000,10 000 ,5300 , 18 000,12 000 ,6100 , 19 000,13 000 ,7000 , 21 000,14 000 ,8000 , 23 000,16 000 ,9200 , 25 000,17 000 ,10 000 , 27 000,19 000 ,12 000 , 30 000,21 000 ,13 000 , 32 000,22 000 ,14 000 , 35 000
Philippines,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <500,<200 ,<100 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <1000,<500 ,<500 , <1000
Poland,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Portugal,<1000 ,<500 , 1200,1000 ,<500 , 1800,1500 ,<1000 , 2600,1900 ,<1000 , 3500,2400 ,<1000 , 4400,2900 ,1200 , 5300,3300 ,1400 , 6200,3700 ,1700 , 6900,4100 ,1900 , 7600,4500 ,2200 , 8300,4900 ,2500 , 9000,5300 ,2800 , 9600,5800 ,3100 , 10 000,6300 ,3500 , 11 000,6800 ,3900 , 11 000,7400 ,4300 , 12 000,8100 ,4800 , 13 000,8700 ,5200 , 14 000,9500 ,5700 , 15 000,10 000 ,6300 , 16 000,11 000 ,6900 , 17 000,12 000 ,7600 , 17 000,13 000 ,8300 , 18 000,14 000 ,9000 , 19 000,15 000 ,9900 , 20 000,16 000 ,11 000 , 22 000,17 000 ,12 000 , 23 000,18 000 ,13 000 , 24 000,19 000 ,14 000 , 25 000
Qatar,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Republic of Korea,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Republic of Moldova,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , 1000,<1000 ,<1000 , 1200,<1000 ,<1000 , 1400,1100 ,<1000 , 1700,1300 ,<1000 , 1900,1400 ,<1000 , 2100,1600 ,1100 , 2400,1800 ,1200 , 2700,2000 ,1400 , 3000,2300 ,1500 , 3400,2600 ,1700 , 3800,2900 ,1900 , 4200,3200 ,2100 , 4700,3500 ,2300 , 5100,3800 ,2500 , 5500,4100 ,2700 , 6000,4400 ,2900 , 6400,4600 ,3100 , 6800,4900 ,3300 , 7200,5100 ,3400 , 7500
Romania,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<500 ,<100 , <500,<500 ,<200 , <500,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<500 , <1000,<1000 ,<500 , 1100,<1000 ,<500 , 1300,<1000 ,<500 , 1500,1000 ,<1000 , 1800,1200 ,<1000 , 2100,1400 ,<1000 , 2400,1600 ,1000 , 2800,1800 ,1200 , 3100,2100 ,1400 , 3500,2400 ,1600 , 3900,2600 ,1700 , 4300,2900 ,1900 , 4600,3100 ,2100 , 5000,3400 ,2300 , 5300,3600 ,2400 , 5500,3900 ,2600 , 5800,4200 ,2800 , 6200,4600 ,3100 , 6700,5100 ,3500 , 7200,5600 ,3900 , 7700
Russian Federation,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Rwanda,10 000 ,4200 , 26 000,11 000 ,4400 , 28 000,12 000 ,4400 , 29 000,12 000 ,4500 , 27 000,12 000 ,4500 , 26 000,12 000 ,4900 , 26 000,13 000 ,5500 , 26 000,14 000 ,6300 , 28 000,15 000 ,7200 , 29 000,17 000 ,8000 , 31 000,17 000 ,8200 , 33 000,18 000 ,8400 , 33 000,18 000 ,8400 , 32 000,18 000 ,8400 , 32 000,18 000 ,8400 , 33 000,18 000 ,8800 , 35 000,19 000 ,9600 , 37 000,21 000 ,11 000 , 40 000,24 000 ,12 000 , 44 000,26 000 ,14 000 , 48 000,29 000 ,15 000 , 54 000,32 000 ,17 000 , 60 000,35 000 ,18 000 , 65 000,38 000 ,20 000 , 70 000,41 000 ,22 000 , 75 000,44 000 ,24 000 , 79 000,47 000 ,26 000 , 84 000,50 000 ,30 000 , 88 000,53 000 ,33 000 , 93 000
Saint Kitts and Nevis,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
